fips,average_20,complete_20,average_48,complete_48,average_50,complete_50,average_75,complete_75
US12093,12,16,25,3,25,3,25,58
US12095,12,16,25,3,25,3,25,58
US12097,12,16,25,3,25,3,25,58
US12099,12,16,25,3,25,3,25,58
US12101,12,16,25,3,25,3,25,58
US12103,12,16,25,3,25,3,25,58
US12105,12,16,25,3,25,3,25,58
US12107,12,16,25,3,25,3,25,40
US12109,12,16,25,3,25,3,25,40
US12111,12,16,25,3,25,3,25,58
US12113,16,12,40,19,40,19,40,65
US12115,12,16,25,3,25,3,25,58
US12117,12,16,25,3,25,3,25,58
US12119,12,16,25,3,25,3,25,58
US12121,2,3,42,18,42,18,42,62
US12123,2,3,9,22,9,22,23,0
US12125,12,16,25,3,25,3,25,40
US12127,12,16,25,3,25,3,25,58
US12129,16,12,40,19,40,19,40,28
US12131,16,12,40,19,40,19,40,65
US12133,16,12,40,19,40,19,40,28
US13001,2,3,9,4,9,0,23,3
US13003,2,3,9,40,9,40,23,67
US13005,2,3,9,4,9,0,23,3
US13007,2,15,9,32,9,32,23,66
US13009,4,12,5,39,0,39,5,1
US13011,4,3,5,40,0,40,5,67
US13013,4,12,5,39,0,39,5,1
US13015,4,14,5,15,0,15,5,26
US13017,2,3,9,40,9,40,23,67
US13019,2,16,9,3,9,3,23,40
US13021,4,12,5,39,0,39,24,1
US13023,2,3,9,22,9,22,23,0
US13025,2,3,9,40,9,40,23,67
US13027,2,3,9,4,9,0,23,5
US13029,4,7,10,26,10,26,50,12
US13031,4,15,10,32,10,32,50,66
US13033,4,3,10,22,10,22,58,0
US13035,4,12,5,39,0,39,5,1
US13037,2,3,9,23,9,23,15,15
US13039,4,7,10,26,10,26,50,12
US13043,4,15,10,32,10,32,50,66
US13045,4,12,5,39,0,39,5,1
US13047,4,14,5,15,0,15,5,26
US13049,2,2,9,21,9,21,23,4
US13051,4,7,10,26,10,26,50,12
US13053,4,12,5,39,0,39,16,1
US13055,4,14,5,15,0,15,5,26
US13057,4,12,5,39,0,39,5,1
US13059,4,12,5,39,0,39,5,1
US13061,2,15,9,32,9,32,23,66
US13063,4,12,5,39,0,39,5,1
US13065,2,3,9,4,9,0,23,5
US13067,4,12,5,39,0,39,5,1
US13069,2,3,9,4,9,0,23,3
US13071,4,3,5,4,0,0,24,3
US13073,4,7,10,26,10,26,58,12
US13075,4,16,5,3,0,3,24,40
US13077,4,12,5,39,0,39,5,1
US13079,4,12,5,39,0,39,5,1
US13081,4,12,5,39,0,39,24,1
US13083,4,14,5,15,0,15,5,26
US13085,4,12,5,39,0,39,5,1
US13087,2,3,9,23,9,23,15,15
US13089,4,12,5,39,0,39,5,1
US13091,2,3,9,22,9,22,23,0
US13093,4,12,5,39,0,39,24,1
US13095,4,12,5,39,0,39,24,1
US13097,4,12,5,39,0,39,5,1
US13099,2,3,9,23,9,23,15,15
US13101,2,3,9,4,9,0,23,3
US13103,4,7,10,26,10,26,50,12
US13105,4,3,5,18,0,18,5,62
US13107,2,3,9,4,9,0,23,50
US13109,4,15,10,32,10,32,50,66
US13111,4,12,5,39,0,39,5,1
US13113,4,12,5,39,0,39,5,1
US13115,4,14,5,15,0,15,5,26
US13117,4,12,5,39,0,39,5,1
US13119,4,3,5,18,0,18,5,62
US13121,4,12,5,39,0,39,5,1
US13123,4,12,5,39,0,39,5,1
US13125,4,3,10,22,10,22,58,0
US13127,4,7,10,26,10,26,50,12
US13129,4,14,5,15,0,15,5,26
US13131,4,3,5,4,0,0,24,3
US13133,4,12,5,39,0,39,5,1
US13135,4,12,5,39,0,39,5,1
US13137,4,3,5,40,0,40,5,67
US13139,4,12,5,39,0,39,5,1
US13141,4,12,5,39,0,39,5,1
US13143,4,3,5,4,0,0,5,5
US13145,4,12,5,39,0,39,16,1
US13147,4,3,5,18,0,18,5,62
US13149,4,3,5,4,0,0,5,5
US13151,4,12,5,39,0,39,5,1
US13153,4,12,5,39,0,39,24,1
US13155,2,3,9,40,9,40,23,67
US13157,4,12,5,39,0,39,5,1
US13159,4,12,5,39,0,39,5,1
US13161,2,3,9,4,9,0,23,3
US13163,4,3,10,22,10,22,58,0
US13165,4,3,10,22,10,22,58,0
US13167,2,3,9,4,9,0,23,50
US13169,4,1,5,6,0,6,5,63
US13171,4,15,5,32,0,32,24,66
US13173,2,3,9,4,9,0,23,5
US13175,2,3,9,4,9,0,23,50
US13177,4,12,5,39,0,39,24,1
US13179,4,15,10,32,10,32,50,66
US13181,4,3,10,22,10,22,58,0
US13183,2,15,9,32,9,32,23,66
US13185,4,16,5,3,0,3,24,40
US13187,4,12,5,39,0,39,5,1
US13189,4,3,10,22,10,22,58,0
US13191,4,7,10,26,10,26,50,12
US13193,4,3,5,4,0,0,24,5
US13195,4,12,5,39,0,39,5,1
US13197,2,3,9,4,9,0,23,5
US13199,2,15,9,32,9,32,23,66
US13201,2,3,9,23,9,23,15,15
US13205,4,3,5,4,0,0,24,3
US13207,4,12,5,39,0,39,24,1
US13209,2,3,9,4,9,0,23,3
US13211,4,12,5,39,0,39,5,1
US13213,4,14,5,15,0,15,5,26
US13215,4,12,5,39,0,39,16,1
US13217,4,12,5,39,0,39,5,1
US13219,4,12,5,39,0,39,5,1
US13221,4,12,5,39,0,39,5,1
US13223,4,12,5,39,0,39,5,1
US13225,4,12,5,39,0,39,24,1
US13227,4,12,5,39,0,39,5,1
US13229,2,2,9,21,9,21,23,4
US13231,4,3,5,4,0,0,24,5
US13233,4,14,5,15,0,15,5,26
US13235,2,3,9,22,9,22,23,0
US13237,4,12,5,39,0,39,5,1
US13239,2,3,9,12,9,12,23,56
US13241,4,3,5,4,0,0,5,3
US13243,2,3,9,12,9,12,23,56
US13245,4,7,10,26,10,26,58,12
US13247,4,12,5,39,0,39,5,1
US13249,2,3,9,22,9,22,23,0
US13251,4,3,10,22,10,22,58,0
US13253,2,3,9,23,9,23,15,15
US13255,4,15,5,32,0,32,24,66
US13257,4,3,5,40,0,40,5,67
US13259,4,12,5,39,0,39,16,1
US13261,4,3,5,4,0,0,24,5
US13263,4,12,5,39,0,39,16,1
US13265,2,3,9,22,9,22,23,0
US13267,4,15,10,32,10,32,50,66
US13269,2,3,9,4,9,0,23,5
US13271,2,3,9,4,9,0,23,3
US13273,4,12,5,39,0,39,24,1
US13275,4,3,5,4,0,0,24,3
US13277,4,12,5,39,0,39,24,1
US13279,2,3,9,4,9,0,23,50
US13281,4,3,5,4,0,0,5,3
US13283,2,3,9,4,9,0,23,50
US13285,4,12,5,19,0,19,16,65
US13287,4,12,5,39,0,39,24,1
US13289,2,3,9,4,9,0,23,5
US13291,4,12,5,39,0,39,5,1
US13293,4,15,5,32,0,32,24,66
US13295,4,14,5,15,0,15,5,26
US13297,4,12,5,39,0,39,5,1
US13299,2,2,9,21,9,21,23,4
US13301,4,3,10,22,10,22,58,0
US13303,2,12,9,39,9,39,23,1
US13305,2,15,9,32,9,32,23,66
US13307,2,3,9,4,9,0,23,5
US13309,2,3,9,4,9,0,23,3
US13311,4,12,5,39,0,39,5,1
US13313,4,14,5,15,0,15,5,26
US13315,2,3,9,22,9,22,23,0
US13317,2,3,9,22,9,22,23,0
US13319,2,3,9,22,9,22,23,0
US13321,4,12,5,39,0,39,24,1
US16001,3,13,23,5,23,5,29,21
US16003,2,3,9,4,9,0,23,5
US16005,3,3,23,18,23,18,29,23
US16007,2,3,9,4,9,0,23,5
US16009,2,3,9,4,9,0,23,5
US16011,3,3,23,18,23,18,29,23
US16013,3,3,23,4,23,0,29,3
US16015,3,13,23,5,23,5,29,21
US16017,3,17,26,35,12,35,12,35
US16019,3,3,23,18,23,18,29,23
US16021,3,17,26,35,12,35,12,35
US16023,2,3,9,4,9,0,23,3
US16025,2,3,9,22,9,22,23,0
US16027,3,13,23,5,23,5,29,21
US16029,2,3,9,22,9,22,23,0
US16031,3,3,23,4,23,0,29,5
US16033,2,3,9,4,9,0,23,3
US16035,3,3,26,23,12,23,12,32
US16037,3,3,23,4,23,0,29,3
US16039,3,13,23,5,23,5,29,21
US16041,2,3,9,4,9,0,23,5
US16043,3,3,23,18,23,18,29,23
US16045,3,13,23,5,23,5,29,21
US16047,3,3,23,4,23,0,29,5
US16049,2,3,9,4,9,0,23,5
US16051,3,3,23,18,23,18,29,23
US16053,3,3,23,4,23,0,29,5
US16055,3,17,26,35,12,35,12,35
US16057,3,17,26,35,12,35,12,35
US16059,3,13,23,5,23,5,29,21
US16061,2,3,9,4,9,0,23,3
US16063,2,3,9,22,9,22,23,0
US16065,3,3,23,18,23,18,29,23
US16067,3,3,23,4,23,0,29,5
US16069,3,3,26,23,12,23,12,32
US16071,2,3,9,4,9,0,23,3
US16073,3,13,23,5,23,5,29,21
US16075,3,3,23,4,23,0,29,3
US16077,3,3,23,18,23,18,29,23
US16079,3,17,26,35,12,35,12,35
US16081,3,3,23,18,23,18,29,23
US16083,3,3,23,4,23,0,29,5
US16085,3,13,23,5,23,5,29,21
US16087,3,3,23,4,23,0,29,3
US17001,9,3,32,23,32,23,1,32
US17003,2,3,9,4,9,0,23,3
US17005,10,0,19,17,19,17,62,8
US17007,10,1,19,43,19,43,64,43
US17009,2,3,9,4,9,0,23,3
US17011,10,1,19,43,19,43,64,43
US17013,2,3,9,4,9,0,23,3
US17015,10,1,19,29,19,29,64,29
US17017,2,3,9,4,9,0,23,3
US17019,10,1,19,14,19,14,62,14
US17021,10,1,19,14,19,14,62,14
US17023,10,0,19,17,19,17,62,8
US17025,2,3,9,4,9,0,17,3
US17027,2,1,9,14,9,14,17,14
US17029,10,1,19,14,19,14,62,14
US17031,10,1,19,43,19,43,64,43
US17033,2,3,9,4,9,0,17,3
US17035,10,0,19,17,19,17,62,8
US17037,10,1,19,43,19,43,64,43
US17039,10,1,19,14,19,14,62,14
US17041,10,1,19,14,19,14,62,14
US17043,10,1,19,43,19,43,64,43
US17045,11,0,2,17,49,17,49,8
US17047,2,3,9,4,9,0,17,5
US17049,10,0,19,17,19,17,62,8
US17051,10,0,19,17,19,17,62,8
US17053,10,1,19,14,19,14,62,14
US17055,2,1,9,14,9,14,17,14
US17057,10,3,19,40,19,40,67,71
US17059,2,3,9,4,9,0,23,3
US17061,2,3,9,4,9,0,23,3
US17063,10,1,19,43,19,43,64,43
US17065,2,3,9,4,9,0,17,5
US17067,0,3,16,4,16,0,34,3
US17069,2,3,9,4,9,0,61,3
US17071,2,3,9,4,9,0,55,3
US17073,10,1,19,43,19,43,67,43
US17075,10,1,19,14,19,14,62,14
US17077,2,1,9,14,9,14,17,14
US17079,2,3,9,4,9,0,17,3
US17081,2,3,9,4,9,0,17,5
US17083,2,1,9,14,9,14,23,14
US17085,0,1,16,29,16,29,34,29
US17087,2,3,9,4,9,0,61,3
US17089,10,1,19,43,19,43,64,43
US17091,10,1,19,14,19,14,62,14
US17093,10,1,19,43,19,43,64,43
US17095,10,3,19,23,19,23,67,32
US17097,10,1,19,43,19,43,64,43
US17099,10,1,19,43,19,43,64,43
US17101,2,3,9,4,9,0,17,3
US17103,10,1,19,43,19,43,64,43
US17105,10,1,19,14,19,14,62,14
US17107,10,1,19,14,19,14,62,14
US17109,10,3,19,40,19,40,67,71
US17111,10,1,19,43,19,43,64,43
US17113,10,1,19,14,19,14,62,14
US17115,10,1,19,14,19,14,62,14
US17117,10,1,19,14,19,14,62,14
US17119,9,1,32,14,32,14,1,14
US17121,2,1,9,14,9,14,17,14
US17123,10,3,19,40,19,40,62,67
US17125,2,3,9,4,9,0,23,3
US17127,2,3,9,4,9,0,61,3
US17129,2,3,9,4,9,0,23,3
US17131,10,3,19,23,19,23,67,32
US17133,2,1,9,14,9,14,17,14
US17135,10,1,19,14,19,14,62,14
US17137,2,3,9,4,9,0,23,3
US17139,10,1,19,14,19,14,62,14
US17141,10,1,19,43,19,43,64,43
US17143,10,1,19,14,19,14,62,14
US17145,2,1,9,14,9,14,17,14
US17147,10,1,19,14,19,14,62,14
US17149,2,3,9,4,9,0,23,3
US17151,2,3,9,4,9,0,61,3
US17153,2,3,9,4,9,0,23,3
US17155,2,3,9,40,9,40,23,67
US17157,2,1,9,14,9,14,17,14
US17159,2,3,9,4,9,0,17,3
US17161,10,1,19,43,19,43,67,43
US17163,9,1,32,14,32,14,1,14
US17165,2,1,9,14,9,14,17,14
US17167,10,1,19,14,19,14,62,14
US17169,2,3,9,4,9,0,23,3
US17171,2,3,9,40,9,40,23,67
US17173,10,1,19,14,19,14,62,14
US17175,2,3,9,40,9,40,23,67
US17177,10,1,19,29,19,29,64,29
US17179,10,1,19,14,19,14,62,14
US17181,2,1,9,14,9,14,17,14
US17183,10,3,19,23,19,23,62,32
US17185,11,3,2,4,49,0,49,3
US17187,10,3,19,23,19,23,67,32
US17189,2,1,9,14,9,14,17,14
US17191,2,3,9,4,9,0,17,5
US17193,2,3,9,4,9,0,17,5
US17195,10,1,19,43,19,43,64,43
US17197,10,1,19,43,19,43,64,43
US17199,2,1,9,14,9,14,17,14
US17201,10,1,19,43,19,43,64,43
US17203,10,1,19,14,19,14,62,14
US18001,11,3,2,4,26,0,26,5
US18003,11,0,2,44,26,44,26,44
US18005,11,14,2,7,26,7,26,72
US18007,2,3,9,4,9,0,23,5
US18009,11,0,2,17,26,17,26,8
US18011,11,0,2,17,26,17,26,8
US18013,11,0,2,17,26,17,26,8
US18015,11,0,2,17,26,17,26,8
US18017,11,0,2,17,26,17,26,8
US18019,2,14,21,7,21,7,10,72
US18021,11,0,2,17,49,17,49,8
US18023,11,0,2,17,26,17,26,8
US18025,2,3,9,4,9,0,23,3
US18027,11,3,2,4,49,0,49,5
US18029,13,3,24,22,11,22,20,0
US18031,11,0,2,17,26,17,26,8
US18033,11,0,2,44,26,44,26,44
US18035,11,0,2,17,26,17,26,8
US18037,11,3,2,4,49,0,49,5
US18039,18,0,1,44,1,44,51,44
US18041,11,3,2,22,26,22,26,0
US18043,2,14,21,7,21,7,10,72
US18045,11,3,2,23,26,23,26,32
US18047,11,3,2,22,26,22,26,0
US18049,11,3,2,18,26,18,26,23
US18051,11,3,2,4,49,0,49,3
US18053,11,0,2,17,26,17,26,8
US18055,11,0,2,17,49,17,49,8
US18057,11,0,2,17,26,17,26,8
US18059,11,0,2,17,26,17,26,8
US18061,2,14,9,7,9,7,23,72
US18063,11,0,2,17,26,17,26,8
US18065,11,0,2,17,26,17,26,8
US18067,11,0,2,17,26,17,26,8
US18069,11,0,2,44,26,44,26,44
US18071,11,14,2,7,26,7,26,72
US18073,11,0,2,17,26,17,26,8
US18075,11,3,2,4,26,0,26,5
US18077,2,3,9,4,9,0,15,3
US18079,11,14,2,7,26,7,26,72
US18081,11,0,2,17,26,17,26,8
US18083,2,3,9,4,9,0,17,3
US18085,11,0,2,44,26,44,26,44
US18087,18,0,1,44,1,44,51,44
US18089,11,0,2,44,26,44,26,44
US18091,11,0,2,44,26,44,26,44
US18093,11,3,2,4,49,0,49,5
US18095,11,0,2,17,26,17,26,8
US18097,11,0,2,17,26,17,26,8
US18099,11,3,2,18,26,18,26,23
US18101,11,3,2,4,49,0,49,5
US18103,11,0,2,17,26,17,26,8
US18105,11,0,2,17,26,17,26,8
US18107,11,0,2,17,26,17,26,8
US18109,11,0,2,17,26,17,26,8
US18111,2,3,9,22,9,22,23,0
US18113,11,0,2,44,26,44,26,44
US18115,2,3,9,22,9,22,15,0
US18117,11,3,2,4,49,0,49,5
US18119,11,0,2,17,26,17,26,8
US18121,11,0,2,17,49,17,49,8
US18123,2,3,9,4,9,0,23,5
US18125,11,14,2,7,49,7,49,72
US18127,11,0,2,44,26,44,26,44
US18129,11,14,2,7,49,7,49,72
US18131,11,3,2,18,26,18,26,23
US18133,11,0,2,17,49,17,49,8
US18135,11,0,2,17,26,17,26,8
US18137,11,0,2,17,26,17,26,8
US18139,11,0,2,17,26,17,26,8
US18141,18,0,1,44,1,44,51,44
US18143,11,14,2,7,26,7,26,72
US18145,11,0,2,17,26,17,26,8
US18147,11,3,2,4,49,0,49,3
US18149,11,3,2,18,26,18,26,23
US18151,11,0,2,44,26,44,26,44
US18153,11,0,2,17,49,17,49,8
US18155,2,3,9,4,9,0,15,3
US18157,11,0,2,17,26,17,26,8
US18159,11,0,2,17,26,17,26,8
US18161,11,3,2,22,26,22,26,0
US18163,11,14,2,7,49,7,49,72
US18165,11,0,2,17,49,17,49,8
US18167,11,0,2,17,49,17,49,8
US18169,11,0,2,44,26,44,26,44
US18171,2,3,9,4,9,0,23,5
US18173,11,14,2,7,49,7,49,72
US18175,2,14,9,7,9,7,23,72
US18177,11,0,2,17,26,17,26,8
US18179,11,3,2,4,26,0,26,5
US18181,11,0,2,17,26,17,26,8
US18183,11,0,2,44,26,44,26,44
US19001,0,4,16,20,16,4,34,9
US19003,2,3,9,4,9,0,23,3
US19005,2,3,9,4,9,0,23,3
US19007,0,3,16,4,16,0,34,3
US19009,2,3,9,4,9,0,23,5
US19011,0,4,16,20,16,4,34,9
US19013,0,3,16,23,16,23,34,32
US19015,0,4,16,20,16,4,34,9
US19017,0,3,16,23,16,23,34,32
US19019,0,4,16,20,16,4,34,9
US19021,0,3,16,4,16,0,34,3
US19023,2,3,9,22,9,22,23,0
US19025,2,3,9,4,9,0,23,5
US19027,0,4,16,20,16,4,34,9
US19029,0,3,16,40,16,40,34,67
US19031,0,4,16,20,16,4,34,9
US19033,0,3,16,4,16,0,34,3
US19035,0,3,16,4,16,0,34,3
US19037,0,3,16,23,16,23,34,32
US19039,0,3,16,23,16,23,34,32
US19041,0,4,16,20,16,4,34,9
US19043,2,3,9,4,9,0,23,3
US19045,0,1,16,29,16,29,34,29
US19047,0,3,16,40,16,40,34,67
US19049,0,4,16,20,16,4,34,9
US19051,0,3,16,4,16,0,34,3
US19053,2,3,9,4,9,0,23,3
US19055,0,4,16,20,16,4,34,9
US19057,0,3,16,4,16,0,34,3
US19059,0,4,16,20,16,4,34,9
US19061,0,1,16,29,16,29,34,29
US19063,0,4,16,20,16,4,34,9
US19065,2,3,9,23,9,23,23,32
US19067,0,3,16,23,16,23,34,32
US19069,0,3,16,4,16,0,34,3
US19071,2,3,9,4,9,0,23,3
US19073,0,4,16,20,16,4,34,9
US19075,2,3,9,22,9,22,23,0
US19077,0,4,16,20,16,4,34,9
US19079,0,4,16,20,16,4,34,9
US19081,0,3,16,40,16,40,34,67
US19083,0,3,16,4,16,0,34,3
US19085,0,3,16,40,16,40,34,67
US19087,0,3,16,4,16,0,34,3
US19089,0,4,16,20,16,4,34,9
US19091,0,4,16,20,16,4,34,9
US19093,2,3,9,4,9,0,23,5
US19095,0,4,16,20,16,4,34,9
US19097,0,1,16,29,16,29,34,29
US19099,0,3,16,4,16,0,34,3
US19101,0,3,16,4,16,0,34,3
US19103,0,4,16,20,16,4,34,9
US19105,0,4,16,20,16,4,34,9
US19107,2,3,9,4,9,0,55,5
US19109,0,4,16,20,16,4,34,9
US19111,0,3,16,4,16,0,34,3
US19113,0,4,16,20,16,4,34,9
US19115,2,3,9,4,9,0,55,5
US19117,2,3,9,4,9,0,23,3
US19119,2,3,9,4,9,0,70,3
US19121,0,4,16,20,16,4,34,9
US19123,0,3,16,4,16,0,34,3
US19125,0,3,16,4,16,0,34,3
US19127,0,3,16,4,16,0,34,3
US19129,0,3,16,40,16,40,34,67
US19131,0,3,16,4,16,0,34,3
US19133,0,3,13,18,13,18,13,62
US19135,0,3,16,4,16,0,34,3
US19137,0,3,16,40,16,40,34,67
US19139,0,4,16,20,16,4,34,9
US19141,0,3,16,4,16,0,34,3
US19143,2,3,9,4,9,0,70,3
US19145,0,3,16,40,16,40,34,67
US19147,0,4,16,20,16,4,34,9
US19149,0,3,16,4,16,0,34,3
US19151,2,3,9,4,9,0,23,3
US19153,0,4,16,20,16,4,34,9
US19155,0,4,13,20,13,4,13,53
US19157,0,3,16,4,16,0,34,3
US19159,0,3,16,23,16,23,34,32
US19161,2,3,9,4,9,0,23,5
US19163,10,1,19,43,19,43,67,43
US19165,0,3,16,40,16,40,34,67
US19167,0,3,16,4,16,0,34,3
US19169,0,4,16,20,16,4,34,9
US19171,0,3,16,4,16,0,34,3
US19173,2,3,9,4,9,0,23,3
US19175,0,3,16,23,16,23,34,32
US19177,0,3,16,4,16,0,34,3
US19179,0,3,16,4,16,0,34,3
US19181,0,4,16,20,16,4,34,9
US19183,0,3,16,4,16,0,34,3
US19185,2,3,9,4,9,0,23,3
US19187,0,4,16,20,16,4,34,9
US19189,0,3,16,40,16,40,34,67
US19191,0,4,16,20,16,4,34,9
US19193,0,4,13,20,13,4,13,9
US19195,0,3,16,4,16,0,34,5
US19197,0,4,16,20,16,4,34,9
US20001,9,10,31,36,31,36,3,17
US20003,9,3,31,22,31,22,3,0
US20005,2,10,9,33,9,33,23,33
US20007,2,3,9,4,9,0,23,3
US20009,9,10,31,33,31,33,3,33
US20011,9,10,31,36,31,36,3,17
US20013,2,3,9,4,9,0,23,3
US20015,9,10,31,33,31,33,3,33
US20017,9,3,31,4,31,0,3,5
US20019,2,3,9,4,9,0,23,3
US20021,8,10,4,36,4,36,53,17
US20023,2,3,9,4,9,0,23,5
US20025,2,3,9,4,9,0,23,3
US20027,9,10,31,33,31,33,3,33
US20029,2,3,9,4,9,0,23,3
US20031,9,3,31,22,31,22,3,0
US20033,2,3,9,4,9,0,23,5
US20035,9,10,31,33,31,33,3,33
US20037,9,10,31,36,31,36,3,17
US20039,2,3,9,22,9,22,23,0
US20041,9,10,31,33,31,33,3,33
US20043,2,3,9,4,9,0,23,5
US20045,9,10,31,33,31,33,3,33
US20047,2,3,9,4,9,0,23,3
US20049,2,3,9,40,9,40,23,67
US20051,9,10,31,33,31,33,3,33
US20053,9,10,31,33,31,33,3,33
US20055,9,10,31,33,31,33,3,33
US20057,9,10,31,33,31,33,3,33
US20059,9,3,31,22,31,22,3,0
US20061,9,10,31,33,31,33,3,33
US20063,2,3,9,22,9,22,23,0
US20065,2,3,9,4,9,0,23,3
US20067,9,10,31,33,31,33,3,33
US20069,2,3,9,4,9,0,23,5
US20071,2,3,9,18,9,18,23,62
US20073,2,3,9,40,9,40,23,67
US20075,2,3,9,18,9,18,23,62
US20077,2,3,9,4,9,0,23,3
US20079,9,10,31,33,31,33,3,33
US20081,2,3,9,18,9,18,23,62
US20083,2,3,9,4,9,0,23,5
US20085,2,3,9,4,9,0,23,3
US20087,2,3,9,4,9,0,23,3
US20089,2,3,9,4,9,0,23,3
US20091,9,10,31,33,31,33,3,33
US20093,2,3,9,18,9,18,23,62
US20095,9,10,31,33,31,33,3,33
US20097,2,3,9,22,9,22,23,0
US20099,9,10,31,36,31,36,3,17
US20101,2,3,9,18,9,18,23,62
US20103,9,10,31,33,31,33,3,33
US20105,2,3,9,22,9,22,23,0
US20107,9,3,31,4,31,0,3,5
US20109,2,3,9,4,9,0,23,5
US20111,9,3,31,22,31,22,3,0
US20113,9,10,31,33,31,33,3,33
US20115,9,10,31,33,31,33,3,33
US20117,2,10,9,33,9,33,23,33
US20119,2,3,9,4,9,0,23,5
US20121,9,3,31,4,31,0,3,5
US20123,2,3,9,4,9,0,23,3
US20125,9,10,31,36,31,36,3,17
US20127,9,3,31,4,31,0,3,5
US20129,2,3,9,18,9,18,23,62
US20131,2,3,9,4,9,0,23,3
US20133,9,10,31,36,31,36,3,17
US20135,2,3,9,4,9,0,23,5
US20137,7,1,36,6,36,6,73,63
US20139,9,3,31,4,31,0,3,5
US20141,2,3,9,4,9,0,23,3
US20143,2,3,9,4,9,0,23,3
US20145,9,10,31,33,31,33,3,33
US20147,2,3,9,4,9,0,23,3
US20149,9,3,31,4,31,0,3,3
US20151,9,10,31,33,31,33,3,33
US20153,2,3,9,22,9,22,23,0
US20155,9,10,31,33,31,33,3,33
US20157,2,3,9,4,9,0,23,3
US20159,9,10,31,33,31,33,3,33
US20161,9,10,31,33,31,33,3,33
US20163,2,3,9,4,9,0,23,3
US20165,9,10,31,33,31,33,3,33
US20167,9,10,31,33,31,33,3,33
US20169,9,10,31,33,31,33,3,33
US20171,9,10,31,33,31,33,3,33
US20173,9,10,31,33,31,33,3,33
US20175,9,10,31,33,31,33,3,33
US20177,9,10,31,33,31,33,3,33
US20179,2,3,9,4,9,0,23,3
US20181,9,3,31,4,31,0,3,5
US20183,2,3,9,4,9,0,23,5
US20185,2,3,9,4,9,0,23,3
US20187,2,3,9,18,9,18,23,62
US20189,9,10,31,33,31,33,3,33
US20191,9,10,31,33,31,33,3,33
US20193,9,3,31,4,31,0,3,5
US20195,2,3,9,4,9,0,23,5
US20197,9,3,31,4,31,0,3,3
US20199,2,3,9,18,9,18,23,62
US20201,9,3,31,4,31,0,3,5
US20203,2,3,9,4,9,0,23,5
US20205,9,10,31,36,31,36,3,17
US20207,9,3,31,4,31,0,3,5
US20209,9,10,31,33,31,33,3,33
US21001,2,3,9,4,9,0,23,3
US21003,2,14,21,7,21,7,10,41
US21005,2,14,21,7,21,7,10,41
US21007,2,3,9,4,9,0,23,5
US21009,2,14,21,7,21,7,10,41
US21011,2,3,21,22,21,22,10,0
US21013,2,3,11,4,2,0,74,3
US21015,13,0,24,10,11,10,20,54
US21017,2,0,21,10,21,10,10,54
US21019,2,6,14,30,14,30,2,30
US21021,2,3,21,22,21,22,10,0
US21023,2,3,9,18,9,18,23,62
US21025,2,3,11,4,2,0,74,5
US21027,2,3,21,4,21,0,10,3
US21029,2,14,21,7,21,7,10,41
US21031,2,3,21,22,21,22,10,0
US21033,2,14,9,7,9,7,23,41
US21035,2,14,9,7,9,7,61,41
US21037,13,0,24,10,11,10,20,54
US21039,2,3,9,4,9,0,23,5
US21041,2,3,9,4,9,0,15,3
US21043,2,6,14,30,14,30,2,30
US21045,2,3,21,22,21,22,10,0
US21047,2,14,30,7,30,7,6,41
US21049,2,0,21,10,21,10,10,54
US21051,2,3,11,4,2,0,74,5
US21053,2,3,9,22,9,22,23,0
US21055,2,14,9,7,9,7,23,41
US21057,2,3,9,22,9,22,23,0
US21059,2,14,21,7,21,7,10,41
US21061,2,14,21,7,21,7,10,41
US21063,2,3,9,18,9,18,23,62
US21065,2,3,9,4,9,0,23,3
US21067,2,14,21,7,21,7,10,41
US21069,2,3,9,22,9,22,23,0
US21071,2,3,14,4,14,0,2,3
US21073,2,14,21,7,21,7,10,41
US21075,2,3,30,4,30,0,6,3
US21077,2,3,9,4,9,0,15,3
US21079,2,3,21,22,21,22,10,0
US21081,13,0,24,10,11,10,20,54
US21083,2,14,9,7,9,7,61,41
US21085,2,14,21,7,21,7,10,41
US21087,2,3,9,4,9,0,23,3
US21089,2,6,14,30,14,30,2,30
US21091,2,3,9,4,9,0,23,5
US21093,2,14,21,7,21,7,10,41
US21095,2,3,11,4,2,0,74,5
US21097,2,0,21,10,21,10,10,54
US21099,2,14,21,7,21,7,10,41
US21101,11,14,2,7,49,7,49,72
US21103,2,0,9,10,9,10,23,54
US21105,2,3,9,4,9,0,23,5
US21107,2,3,9,4,9,0,23,3
US21109,2,3,9,4,9,0,23,3
US21111,2,14,21,7,21,7,10,41
US21113,2,3,21,22,21,22,10,0
US21115,2,3,14,4,14,0,2,3
US21117,13,0,24,10,11,10,20,54
US21119,2,3,9,4,9,0,23,3
US21121,2,14,11,7,2,7,74,41
US21123,2,14,21,7,21,7,10,41
US21125,2,14,11,7,2,7,74,41
US21127,2,3,14,4,14,0,2,3
US21129,2,3,9,4,9,0,23,3
US21131,2,3,9,4,9,0,23,3
US21133,2,3,9,4,9,0,23,3
US21135,2,3,9,22,9,22,23,0
US21137,2,3,21,22,21,22,10,0
US21139,2,14,9,7,9,7,61,41
US21141,2,14,21,7,21,7,10,41
US21143,2,14,9,7,9,7,61,41
US21145,2,14,9,7,9,7,61,41
US21147,2,14,9,7,9,7,23,41
US21149,2,3,9,4,9,0,23,3
US21151,2,14,21,7,21,7,10,41
